id,question,ground_truth,method,rank,semantic_similarity_to_ground_truth,doc_key,title,source_file,source_type,page,chunk_id,doc_id,retrieval_time_sec,human_support_label,human_note
EVAL008,休学期满后什么时候申请复学？,学生休学或保留学籍期满，需要申请复学的，应当在休学期满前一个月提交复学申请；如复学时间在学期中导致无法完成当学期学习任务，可以申请延后至下一学期开学时复学。,hybrid_rerank,3,0.871469,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|2|84,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2,20.650654,,
EVAL008,休学期满后什么时候申请复学？,学生休学或保留学籍期满，需要申请复学的，应当在休学期满前一个月提交复学申请；如复学时间在学期中导致无法完成当学期学习任务，可以申请延后至下一学期开学时复学。,hybrid_rerank,4,0.805525,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,20.650654,,
EVAL008,休学期满后什么时候申请复学？,学生休学或保留学籍期满，需要申请复学的，应当在休学期满前一个月提交复学申请；如复学时间在学期中导致无法完成当学期学习任务，可以申请延后至下一学期开学时复学。,hybrid_rerank,5,0.807665,服务流程-学籍异动.pdf:4:1|data\kb_docs\服务流程-学籍异动.pdf|4|1|95,服务流程-学籍异动,data\kb_docs\服务流程-学籍异动.pdf,pdf,4,1,服务流程-学籍异动.pdf:4:1,20.650654,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,bm25_only,1,0.979936,faq:FAQ009|data\faq_database.json|None|9|198,FAQ FAQ009,data\faq_database.json,faq_json,,9,faq:FAQ009,0.001862,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,bm25_only,2,0.709574,faq:FAQ004|data\faq_database.json|None|4|193,FAQ FAQ004,data\faq_database.json,faq_json,,4,faq:FAQ004,0.001862,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,bm25_only,3,0.865563,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|5|1|85,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,5,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1,0.001862,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,bm25_only,4,0.915537,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|2|84,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2,0.001862,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,bm25_only,5,0.680261,faq:FAQ044|data\faq_database.json|None|44|233,FAQ FAQ044,data\faq_database.json,faq_json,,44,faq:FAQ044,0.001862,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,faiss_only,1,0.979936,faq:FAQ009|data\faq_database.json|None|9|198,FAQ FAQ009,data\faq_database.json,faq_json,,9,faq:FAQ009,0.169835,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,faiss_only,2,0.915537,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|2|84,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2,0.169835,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,faiss_only,3,0.865563,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|5|1|85,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,5,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1,0.169835,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,faiss_only,4,0.852452,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:3:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|3|2|82,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,3,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:3:2,0.169835,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,faiss_only,5,0.874032,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,0.169835,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid,1,0.874032,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,0.159439,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid,2,0.979936,faq:FAQ009|data\faq_database.json|None|9|198,FAQ FAQ009,data\faq_database.json,faq_json,,9,faq:FAQ009,0.159439,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid,3,0.709574,faq:FAQ004|data\faq_database.json|None|4|193,FAQ FAQ004,data\faq_database.json,faq_json,,4,faq:FAQ004,0.159439,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid,4,0.865563,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|5|1|85,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,5,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1,0.159439,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid,5,0.915537,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|2|84,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2,0.159439,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid_rerank,1,0.979936,faq:FAQ009|data\faq_database.json|None|9|198,FAQ FAQ009,data\faq_database.json,faq_json,,9,faq:FAQ009,19.517383,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid_rerank,2,0.874032,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|1|83,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:1,19.517383,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid_rerank,3,0.865563,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|5|1|85,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,5,1,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:5:1,19.517383,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid_rerank,4,0.709574,faq:FAQ004|data\faq_database.json|None|4|193,FAQ FAQ004,data\faq_database.json,faq_json,,4,faq:FAQ004,19.517383,,
EVAL009,哪些情况会被退学处理？,学生学业成绩未达到学校要求或在规定学习年限内未完成学业、休学或保留学籍期满未按期申请复学或复查不合格、经指定医院诊断不能继续在校学习、未经批准连续两周不参加教学活动、超过学校规定期限未注册且未履行暂缓注册手续等情形，学校可予以退学处理。,hybrid_rerank,5,0.915537,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2|data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf|4|2|84,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）,data\kb_docs\山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf,pdf,4,2,山东大学本科学生学籍管理规定（山大教字〔2023〕17号）.pdf:4:2,19.517383,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,bm25_only,1,0.930485,faq:FAQ023|data\faq_database.json|None|23|212,FAQ FAQ023,data\faq_database.json,faq_json,,23,faq:FAQ023,0.001828,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,bm25_only,2,0.905036,faq:FAQ024|data\faq_database.json|None|24|213,FAQ FAQ024,data\faq_database.json,faq_json,,24,faq:FAQ024,0.001828,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,bm25_only,3,0.701021,faq:FAQ022|data\faq_database.json|None|22|211,FAQ FAQ022,data\faq_database.json,faq_json,,22,faq:FAQ022,0.001828,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,bm25_only,4,0.702568,faq:FAQ059|data\faq_database.json|None|59|248,FAQ FAQ059,data\faq_database.json,faq_json,,59,faq:FAQ059,0.001828,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,bm25_only,5,0.548278,faq:FAQ021|data\faq_database.json|None|21|210,FAQ FAQ021,data\faq_database.json,faq_json,,21,faq:FAQ021,0.001828,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,faiss_only,1,0.930485,faq:FAQ023|data\faq_database.json|None|23|212,FAQ FAQ023,data\faq_database.json,faq_json,,23,faq:FAQ023,0.186482,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,faiss_only,2,0.786235,通识核心课修读说明.pdf:1:1|data\kb_docs\通识核心课修读说明.pdf|1|1|105,通识核心课修读说明,data\kb_docs\通识核心课修读说明.pdf,pdf,1,1,通识核心课修读说明.pdf:1:1,0.186482,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,faiss_only,3,0.701021,faq:FAQ022|data\faq_database.json|None|22|211,FAQ FAQ022,data\faq_database.json,faq_json,,22,faq:FAQ022,0.186482,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,faiss_only,4,0.702568,faq:FAQ059|data\faq_database.json|None|59|248,FAQ FAQ059,data\faq_database.json,faq_json,,59,faq:FAQ059,0.186482,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,faiss_only,5,0.548278,faq:FAQ021|data\faq_database.json|None|21|210,FAQ FAQ021,data\faq_database.json,faq_json,,21,faq:FAQ021,0.186482,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,hybrid,1,0.930485,faq:FAQ023|data\faq_database.json|None|23|212,FAQ FAQ023,data\faq_database.json,faq_json,,23,faq:FAQ023,0.186943,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,hybrid,2,0.905036,faq:FAQ024|data\faq_database.json|None|24|213,FAQ FAQ024,data\faq_database.json,faq_json,,24,faq:FAQ024,0.186943,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,hybrid,3,0.701021,faq:FAQ022|data\faq_database.json|None|22|211,FAQ FAQ022,data\faq_database.json,faq_json,,22,faq:FAQ022,0.186943,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,hybrid,4,0.702568,faq:FAQ059|data\faq_database.json|None|59|248,FAQ FAQ059,data\faq_database.json,faq_json,,59,faq:FAQ059,0.186943,,
EVAL023,文科生通识核心课怎么修？,文科及社科类学生剩余6学分中，应在自然科学、工程技术、信息社会三个模块中的一个或几个模块修读4学分；其余2学分可在自然科学、工程技术、信息社会、人文学科、社会科学五个模块中任一模块修读。,hybrid,5,0.548278,faq:FAQ021|data\faq_database.json|None|21|210,FAQ FAQ021,data\faq_database.json,faq_json,,21,faq:FAQ021,0.186943,,
